"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
TN-105,"Loudon County",2.6,25,-1.7291,4.33
TN-107,"McMinn County",4.52,74,0.2371,4.28
TN-109,"McNairy County",1.33,5,-2.6578,3.99
TN-111,"Macon County",3.2,40,-1.1099,4.31
TN-113,"Madison County",1.81,13,-2.0755,3.89
TN-115,"Marion County",3.46,49,-0.7554,4.22
TN-117,"Marshall County",3.38,53,-0.6022,3.98
TN-119,"Maury County",1.98,18,-2.0242,4
TN-121,"Meigs County",3.54,52,-0.7723,4.31
TN-123,"Monroe County",4.56,64,-0.277,4.84
TN-125,"Montgomery County",1.25,5,-2.8045,4.05
TN-127,"Moore County",3.72,51,-0.4943,4.21
TN-129,"Morgan County",2.8,23,-1.7544,4.55
TN-131,"Obion County",1.56,11,-2.491,4.05
TN-133,"Overton County",2.89,21,-1.743,4.63
TN-135,"Perry County",2.7,30,-1.4993,4.2
TN-137,"Pickett County",2.28,10,-2.3599,4.64
TN-139,"Polk County",4.08,51,-0.6768,4.76
TN-141,"Putnam County",3.44,37,-1.1837,4.62
TN-143,"Rhea County",3.65,42,-0.8675,4.52
TN-145,"Roane County",2.68,25,-1.6431,4.32
TN-147,"Robertson County",1.7,11,-2.3095,4.01
TN-149,"Rutherford County",3.3,51,-0.6224,3.92
TN-151,"Scott County",2.61,17,-2.2056,4.82
TN-153,"Sequatchie County",4.24,69,-0.1093,4.35
TN-155,"Sevier County",2.54,10,-2.6693,5.21
TN-157,"Shelby County",1.89,18,-1.9841,3.87
TN-159,"Smith County",3.18,40,-1.105,4.29
TN-161,"Stewart County",2.13,18,-1.9936,4.12
TN-163,"Sullivan County",1.91,8,-2.1288,4.04
TN-165,"Sumner County",2.41,27,-1.6679,4.08
TN-167,"Tipton County",2.67,42,-1.0532,3.72
TN-169,"Trousdale County",2.93,31,-1.2777,4.21
TN-171,"Unicoi County",2.41,10,-2.0974,4.51
TN-173,"Union County",2.47,17,-1.7914,4.26
TN-175,"Van Buren County",4.63,77,0.1809,4.45
TN-177,"Warren County",5,83,0.6201,4.38
TN-179,"Washington County",2.05,6,-2.1535,4.2
TN-181,"Wayne County",2.86,33,-1.2847,4.14
TN-183,"Weakley County",1.41,7,-2.6419,4.05
TN-185,"White County",4.17,57,-0.3961,4.57
TN-187,"Williamson County",1.58,11,-2.4519,4.03
TN-189,"Wilson County",2.76,35,-1.3622,4.12
TX-001,"Anderson County",0.63,8,-2.693,3.32
TX-003,"Andrews County",1.85,77,0.1291,1.72
TX-005,"Angelina County",0.93,7,-3.0247,3.95
TX-007,"Aransas County",0.8,18,-2.3765,3.18
TX-009,"Archer County",2.34,46,-0.8945,3.23
TX-011,"Armstrong County",2.43,48,-0.8042,3.23
TX-013,"Atascosa County",0.49,16,-2.4088,2.9
TX-015,"Austin County",0.69,9,-3.0235,3.71
TX-017,"Bailey County",0.28,6,-2.2213,2.5
TX-019,"Bandera County",0.38,8,-2.8003,3.18
TX-021,"Bastrop County",1.05,24,-2.4242,3.47
TX-023,"Baylor County",3.18,68,-0.0023,3.18
TX-025,"Bee County",2.24,48,-0.9236,3.16
TX-027,"Bell County",1,18,-2.0658,3.07
TX-029,"Bexar County",0.86,21,-2.2595,3.12
TX-031,"Blanco County",1.05,27,-2.0319,3.08
TX-033,"Borden County",1.76,53,-0.5909,2.35
TX-035,"Bosque County",0.44,7,-2.6474,3.09
TX-037,"Bowie County",2.61,44,-1.3549,3.96
TX-039,"Brazoria County",1.18,14,-3.1871,4.37
TX-041,"Brazos County",0.32,4,-2.9532,3.27
TX-043,"Brewster County",1.67,75,-0.0017,1.67
TX-045,"Briscoe County",2.96,67,-0.2898,3.25
TX-047,"Brooks County",0.14,6,-2.6873,2.83
TX-049,"Brown County",1.94,43,-1.0744,3.01
TX-051,"Burleson County",0.36,5,-2.9248,3.28
TX-053,"Burnet County",2,53,-1.0169,3.02
TX-055,"Caldwell County",1.37,26,-1.9934,3.36
TX-057,"Calhoun County",1.88,35,-1.7072,3.59
TX-059,"Callahan County",2.1,43,-0.9032,3
TX-061,"Cameron County",0.11,4,-2.5465,2.66
TX-063,"Camp County",2.46,44,-1.1718,3.63
TX-065,"Carson County",3.61,89,0.3712,3.24
TX-067,"Cass County",2.49,44,-1.359,3.85
TX-069,"Castro County",0.36,6,-2.4704,2.83
TX-071,"Chambers County",1.59,18,-3.1379,4.73
TX-073,"Cherokee County",0.78,10,-2.7196,3.5
TX-075,"Childress County",3.39,74,0.1911,3.2
TX-077,"Clay County",2.15,37,-1.1954,3.35
TX-079,"Cochran County",0.59,16,-1.8106,2.4
TX-081,"Coke County",1.75,51,-0.7663,2.52
TX-083,"Coleman County",1.85,39,-1.1034,2.95
TX-085,"Collin County",1.66,27,-1.9399,3.6
TX-087,"Collingsworth County",4.53,101,1.1949,3.34
TX-089,"Colorado County",1.47,22,-2.3758,3.85
TX-091,"Comal County",1.12,21,-2.1423,3.26
TX-093,"Comanche County",2.01,47,-0.8552,2.87
TX-095,"Concho County",1.6,46,-0.9355,2.54
TX-097,"Cooke County",2.07,30,-1.6869,3.76
TX-099,"Coryell County",0.67,12,-2.4338,3.1
TX-101,"Cottle County",1.82,33,-1.3323,3.15
TX-103,"Crane County",1.11,52,-0.2657,1.38
TX-105,"Crockett County",0.82,28,-1.2268,2.05
TX-107,"Crosby County",1.68,34,-1.1615,2.84
TX-109,"Culberson County",2.08,109,0.7512,1.33
TX-111,"Dallam County",1.39,39,-0.7866,2.18
TX-113,"Dallas County",1.55,29,-1.906,3.46
TX-115,"Dawson County",1.47,40,-0.7136,2.18
TX-117,"Deaf Smith County",0.39,4,-2.2455,2.64
TX-119,"Delta County",2.29,40,-1.6752,3.97
TX-121,"Denton County",1.91,33,-1.6041,3.51
TX-123,"DeWitt County",1.96,40,-1.5423,3.5
TX-125,"Dickens County",1.94,39,-0.9786,2.92
TX-127,"Dimmit County",0.2,9,-2.2549,2.45
TX-129,"Donley County",4.96,106,1.689,3.27
TX-131,"Duval County",0.22,9,-2.609,2.83
TX-133,"Eastland County",2.04,46,-0.9524,2.99
TX-135,"Ector County",1.59,77,0.0845,1.51
TX-137,"Edwards County",0.65,16,-2.0839,2.73
TX-139,"Ellis County",1.03,18,-2.3634,3.39
TX-141,"El Paso County",1.42,111,0.7118,0.71
TX-143,"Erath County",0.59,12,-2.2699,2.86
TX-145,"Falls County",1.11,27,-1.8709,2.98
TX-147,"Fannin County",2.72,45,-1.2234,3.94
TX-149,"Fayette County",1.61,31,-2.0046,3.61
TX-151,"Fisher County",1.75,42,-0.9532,2.7
TX-153,"Floyd County",1.98,37,-1.1499,3.13
TX-155,"Foard County",1.61,30,-1.6499,3.26
TX-157,"Fort Bend County",0.6,6,-3.5632,4.16
TX-159,"Franklin County",2.6,51,-1.1464,3.75
TX-161,"Freestone County",0.97,17,-2.285,3.26
TX-163,"Frio County",0.1,8,-2.5531,2.65
TX-165,"Gaines County",1.41,48,-0.5859,2
TX-167,"Galveston County",2.06,29,-2.5367,4.6
TX-169,"Garza County",1.43,32,-1.1659,2.6
TX-171,"Gillespie County",0.72,19,-2.35,3.07
TX-173,"Glasscock County",1.67,67,-0.3799,2.05
TX-175,"Goliad County",3.13,60,-0.1992,3.33
TX-177,"Gonzales County",1.32,22,-2.159,3.48
TX-179,"Gray County",5.82,116,2.4534,3.37
TX-181,"Grayson County",2.62,41,-1.1394,3.76
TX-183,"Gregg County",0.49,5,-3.1347,3.62
TX-185,"Grimes County",0.28,3,-3.2095,3.49
TX-187,"Guadalupe County",0.83,14,-2.354,3.18
TX-189,"Hale County",0.93,17,-2.1012,3.03
TX-191,"Hall County",4.25,99,1.0888,3.16
TX-193,"Hamilton County",1.03,25,-1.8445,2.87
TX-195,"Hansford County",2.87,84,0.1364,2.73
TX-197,"Hardeman County",2.54,54,-0.8333,3.37
TX-199,"Hardin County",1.01,8,-3.6865,4.7
TX-201,"Harris County",0.53,4,-3.8632,4.39
TX-203,"Harrison County",0.95,14,-2.788,3.74
TX-205,"Hartley County",1.26,31,-1.0701,2.33
TX-207,"Haskell County",2.82,63,-0.1728,2.99
TX-209,"Hays County",1.01,21,-2.3261,3.34
TX-211,"Hemphill County",3.64,83,0.3064,3.33
TX-213,"Henderson County",0.89,14,-2.4966,3.39
TX-215,"Hidalgo County",0.14,5,-2.51,2.65
TX-217,"Hill County",0.73,13,-2.4872,3.22
TX-219,"Hockley County",0.99,23,-1.6241,2.61
TX-221,"Hood County",0.72,18,-2.3264,3.05
TX-223,"Hopkins County",1.86,34,-1.9063,3.77
TX-225,"Houston County",0.94,14,-2.6182,3.56
TX-227,"Howard County",1.86,60,-0.3053,2.17
TX-229,"Hudspeth County",2.12,119,1.1348,0.99
TX-231,"Hunt County",1.7,23,-1.9969,3.7
TX-233,"Hutchinson County",3.32,90,0.454,2.87
TX-235,"Irion County",1.24,38,-0.9629,2.2
TX-237,"Jack County",1.6,27,-1.5644,3.16
TX-239,"Jackson County",2.3,42,-1.6097,3.91
TX-241,"Jasper County",0.96,6,-3.6198,4.58
TX-243,"Jeff Davis County",2.15,85,0.3027,1.85
TX-245,"Jefferson County",1.9,24,-2.8946,4.79
TX-247,"Jim Hogg County",0.16,7,-2.5006,2.66
TX-249,"Jim Wells County",0.25,5,-2.7811,3.03
TX-251,"Johnson County",1.17,21,-2.0983,3.27
TX-253,"Jones County",1.94,45,-0.9036,2.84
TX-255,"Karnes County",1.78,45,-1.338,3.12
TX-257,"Kaufman County",0.73,7,-2.8513,3.58
TX-259,"Kendall County",0.79,15,-2.3804,3.17
TX-261,"Kenedy County",0.06,2,-2.7119,2.77
TX-263,"Kent County",1.68,41,-0.9731,2.65
TX-265,"Kerr County",0.56,13,-2.4574,3.02
TX-267,"Kimble County",0.64,15,-2.2601,2.9
TX-269,"King County",1.45,27,-1.5063,2.96
TX-271,"Kinney County",0.38,18,-2.2496,2.63
TX-273,"Kleberg County",0.14,5,-2.7936,2.93
TX-275,"Knox County",1.85,37,-1.2276,3.08
TX-277,"Lamar County",3.86,74,-0.2137,4.07
TX-279,"Lamb County",0.58,11,-2.2299,2.81
TX-281,"Lampasas County",1.3,32,-1.6413,2.94
TX-283,"La Salle County",0.15,7,-2.3717,2.52
TX-285,"Lavaca County",2.23,42,-1.489,3.72
TX-287,"Lee County",0.63,13,-2.7993,3.43
TX-289,"Leon County",1.11,17,-2.2384,3.35
TX-291,"Liberty County",0.62,2,-4.0318,4.65
TX-293,"Limestone County",0.97,24,-2.2045,3.17
TX-295,"Lipscomb County",2.88,64,-0.3174,3.2
TX-297,"Live Oak County",0.82,21,-2.2023,3.02
TX-299,"Llano County",2.28,63,-0.5985,2.88
TX-301,"Loving County",2.8,116,1.391,1.41
TX-303,"Lubbock County",1.12,21,-1.6428,2.76
TX-305,"Lynn County",1.22,29,-1.3273,2.55
TX-307,"McCulloch County",2.61,74,-0.1171,2.73
TX-309,"McLennan County",0.96,20,-2.1183,3.08
TX-311,"McMullen County",0.41,15,-2.3834,2.79
TX-313,"Madison County",0.61,8,-2.8103,3.42
TX-315,"Marion County",1.72,30,-2.0184,3.74
TX-317,"Martin County",1.87,73,-0.0482,1.92
TX-319,"Mason County",1.07,26,-1.8105,2.88
TX-321,"Matagorda County",1.73,29,-2.1264,3.86
TX-323,"Maverick County",0.25,10,-2.2199,2.47
TX-325,"Medina County",0.26,7,-2.6923,2.95
TX-327,"Menard County",1.32,33,-1.5078,2.83
TX-329,"Midland County",1.66,75,-0.0209,1.68
TX-331,"Milam County",0.96,18,-2.0536,3.01
TX-333,"Mills County",2.31,55,-0.555,2.87
TX-335,"Mitchell County",1.72,47,-0.6174,2.34
TX-337,"Montague County",2.01,33,-1.3961,3.41
TX-339,"Montgomery County",0.13,1,-3.902,4.03
TX-341,"Moore County",2.19,59,-0.5417,2.73
TX-343,"Morris County",2.45,40,-1.3303,3.78
TX-345,"Motley County",2.83,58,-0.3,3.13
TX-347,"Nacogdoches County",1.47,20,-2.3815,3.85
TX-349,"Navarro County",0.9,16,-2.4245,3.32
TX-351,"Newton County",1.04,7,-3.4836,4.52
TX-353,"Nolan County",1.6,38,-1.0996,2.7
TX-355,"Nueces County",0.4,9,-2.6495,3.05
TX-357,"Ochiltree County",2.94,73,-0.1128,3.05
TX-359,"Oldham County",0.93,14,-1.6031,2.53
TX-361,"Orange County",1.57,18,-3.3853,4.96
TX-363,"Palo Pinto County",0.63,13,-2.4754,3.11
TX-365,"Panola County",1.02,14,-2.7135,3.73
TX-367,"Parker County",0.89,15,-2.2067,3.1
TX-369,"Parmer County",0.22,6,-2.342,2.56
TX-371,"Pecos County",0.79,31,-0.7541,1.54
TX-373,"Polk County",0.64,2,-3.5076,4.15
TX-375,"Potter County",1.92,34,-0.9893,2.91
TX-377,"Presidio County",2.11,86,0.3141,1.8
TX-379,"Rains County",1.34,22,-2.2434,3.58
TX-381,"Randall County",1.04,14,-2.0031,3.04
TX-383,"Reagan County",1.22,44,-0.6873,1.91
TX-385,"Real County",0.33,7,-2.7908,3.12
TX-387,"Red River County",3.36,63,-0.6715,4.03
TX-389,"Reeves County",1.66,96,0.3854,1.27
TX-391,"Refugio County",1.56,34,-1.6651,3.23
TX-393,"Roberts County",4.56,99,1.3617,3.2
TX-395,"Robertson County",0.66,15,-2.393,3.05
TX-397,"Rockwall County",1.42,27,-2.2436,3.66
TX-399,"Runnels County",1.83,48,-0.8596,2.69
TX-401,"Rusk County",0.76,10,-2.8461,3.61
TX-403,"Sabine County",0.61,5,-3.3391,3.95
TX-405,"San Augustine County",0.59,5,-3.3686,3.96
TX-407,"San Jacinto County",0.2,1,-3.9363,4.14
TX-409,"San Patricio County",1.09,26,-2.0523,3.14
TX-411,"San Saba County",2.12,59,-0.7224,2.84
TX-413,"Schleicher County",1.03,29,-1.4057,2.44
TX-415,"Scurry County",1.74,49,-0.7612,2.5
TX-417,"Shackelford County",2.95,68,-0.0461,3
TX-419,"Shelby County",0.55,5,-3.2525,3.8
TX-421,"Sherman County",2.05,59,-0.4911,2.54
TX-423,"Smith County",0.88,9,-2.5469,3.43
TX-425,"Somervell County",0.66,14,-2.3766,3.04
TX-427,"Starr County",0.08,5,-2.2657,2.35
TX-429,"Stephens County",2.16,45,-0.8527,3.01
TX-431,"Sterling County",1.71,56,-0.5793,2.29
TX-433,"Stonewall County",2.33,56,-0.4888,2.82
TX-435,"Sutton County",0.89,20,-1.6842,2.57
TX-437,"Swisher County",1.11,16,-2.0588,3.17
TX-439,"Tarrant County",2.18,48,-1.1495,3.33
TX-441,"Taylor County",1.46,35,-1.3259,2.79
TX-443,"Terrell County",0.3,15,-1.301,1.6
TX-445,"Terry County",1.21,36,-1.1497,2.36
TX-447,"Throckmorton County",2.99,67,-0.1009,3.09
TX-449,"Titus County",2.69,50,-1.0816,3.77
TX-451,"Tom Green County",1.16,32,-1.1977,2.36
TX-453,"Travis County",1.43,33,-1.7885,3.22
TX-455,"Trinity County",0.75,5,-3.1415,3.89
TX-457,"Tyler County",0.9,7,-3.561,4.46
TX-459,"Upshur County",1.14,18,-2.4526,3.59
TX-461,"Upton County",1.06,44,-0.5079,1.57
TX-463,"Uvalde County",0.11,4,-2.949,3.06
TX-465,"Val Verde County",0.4,15,-1.8206,2.22
TX-467,"Van Zandt County",1.24,19,-2.2994,3.54
TX-469,"Victoria County",3.37,64,-0.2136,3.58
TX-471,"Walker County",0.27,2,-3.4572,3.73
TX-473,"Waller County",0.45,6,-3.2125,3.66
TX-475,"Ward County",1.72,89,0.3871,1.33
TX-477,"Washington County",0.49,9,-2.8852,3.38
TX-479,"Webb County",0.19,8,-2.234,2.42
TX-481,"Wharton County",1.29,19,-2.7833,4.07
TX-483,"Wheeler County",4.67,103,1.2243,3.45
TX-485,"Wichita County",2.79,52,-0.5276,3.32
TX-487,"Wilbarger County",3.24,73,-0.0062,3.25
TX-489,"Willacy County",0.1,3,-2.6605,2.76
TX-491,"Williamson County",1.41,32,-1.7226,3.13
TX-493,"Wilson County",1.22,27,-1.9994,3.22
TX-495,"Winkler County",2.32,103,0.8411,1.48
TX-497,"Wise County",1.62,28,-1.6801,3.3
TX-499,"Wood County",1.68,27,-1.8232,3.5
TX-501,"Yoakum County",1.25,38,-0.9356,2.19
TX-503,"Young County",2.16,44,-1.0176,3.18
TX-505,"Zapata County",0.04,2,-2.1869,2.23
TX-507,"Zavala County",0.14,7,-2.4411,2.58
UT-001,"Beaver County",0.07,26,-0.5144,0.58
UT-003,"Box Elder County",0.29,25,-0.676,0.97
UT-005,"Cache County",0.83,43,-0.769,1.6
UT-007,"Carbon County",0.74,74,-0.1738,0.91
UT-009,"Daggett County",2.06,112,0.9961,1.06
UT-011,"Davis County",0.69,52,-0.7315,1.42
UT-013,"Duchesne County",1.56,99,0.4332,1.13
UT-015,"Emery County",0.31,57,-0.2278,0.54
UT-017,"Garfield County",0.47,81,-0.0476,0.52
UT-019,"Grand County",0.35,61,-0.2737,0.62
UT-021,"Iron County",0.06,22,-0.5031,0.56
UT-023,"Juab County",0.2,39,-0.5327,0.73
UT-025,"Kane County",0.3,69,-0.0871,0.39
UT-027,"Millard County",0.13,32,-0.4529,0.58
UT-029,"Morgan County",0.8,53,-0.5858,1.39
UT-031,"Piute County",0.21,35,-0.5231,0.73
UT-033,"Rich County",0.52,33,-0.6543,1.17
UT-035,"Salt Lake County",0.77,60,-0.4362,1.21
UT-037,"San Juan County",0.5,89,0.0904,0.41
UT-039,"Sanpete County",0.61,63,-0.3051,0.92
UT-041,"Sevier County",0.33,48,-0.3996,0.73
UT-043,"Summit County",1.87,91,0.3494,1.52
UT-045,"Tooele County",0.31,44,-0.4608,0.77
UT-047,"Uintah County",0.79,77,-0.0554,0.85
UT-049,"Utah County",0.59,56,-0.4102,1
UT-051,"Wasatch County",1.03,73,-0.1993,1.23
UT-053,"Washington County",0.05,32,-0.3572,0.41
UT-055,"Wayne County",0.37,77,-0.0552,0.43
UT-057,"Weber County",0.65,44,-0.8346,1.48
VT-001,"Addison County",3.36,60,-0.274,3.63
VT-003,"Bennington County",2.33,14,-1.9233,4.25
VT-005,"Caledonia County",3.46,54,-0.4951,3.96
VT-007,"Chittenden County",3.79,61,-0.0509,3.84
VT-009,"Essex County",3.87,64,-0.3214,4.19
VT-011,"Franklin County",4.64,89,0.5798,4.06
VT-013,"Grand Isle County",6.7,125,3.3216,3.38
VT-015,"Lamoille County",3.55,44,-0.7123,4.26
VT-017,"Orange County",3.3,59,-0.3611,3.66
VT-019,"Orleans County",3.84,57,-0.4279,4.27
VT-021,"Rutland County",2.87,35,-1.0477,3.92
VT-023,"Washington County",3.05,38,-0.8572,3.91
VT-025,"Windham County",2.72,29,-1.1841,3.9
VT-027,"Windsor County",3.03,40,-0.6825,3.71
VA-001,"Accomack County",3.28,61,-0.1641,3.44
VA-003,"Albemarle County",4.24,69,0.2397,4
VA-005,"Alleghany County",3.35,51,-0.5165,3.87
VA-007,"Amelia County",2.61,30,-1.1493,3.76
VA-009,"Amherst County",2.8,33,-1.2561,4.06
VA-011,"Appomattox County",3.26,61,-0.3914,3.65
VA-013,"Arlington County",3.32,60,-0.4013,3.72
VA-015,"Augusta County",3.57,60,-0.4306,4
VA-017,"Bath County",4.38,78,0.3144,4.07
VA-019,"Bedford County",2.12,15,-1.909,4.03
VA-021,"Bland County",2.85,35,-1.046,3.9
VA-023,"Botetourt County",2.25,18,-1.7651,4.02
VA-025,"Brunswick County",2.18,15,-1.7812,3.96
VA-027,"Buchanan County",3.58,47,-0.6227,4.2
VA-029,"Buckingham County",3.83,72,0.122,3.71
VA-031,"Campbell County",2.31,27,-1.4256,3.74
VA-033,"Caroline County",4.38,80,0.4718,3.91
VA-035,"Carroll County",2.64,20,-1.6027,4.24
VA-036,"Charles City County",4.58,81,0.5513,4.03
VA-037,"Charlotte County",2.6,39,-1.0248,3.62
VA-041,"Chesterfield County",4.05,73,0.2073,3.84
VA-043,"Clarke County",4.95,98,1.0947,3.86
VA-045,"Craig County",2.1,16,-1.7858,3.89
VA-047,"Culpeper County",4.64,89,0.6928,3.95
VA-049,"Cumberland County",3.84,74,0.1607,3.68
VA-051,"Dickenson County",3.27,37,-0.8524,4.12
VA-053,"Dinwiddie County",2.76,32,-1.2554,4.02
VA-057,"Essex County",3.99,65,0.0317,3.96
VA-059,"Fairfax County",3.45,62,-0.3612,3.81
VA-061,"Fauquier County",4.32,83,0.368,3.95
VA-063,"Floyd County",2.08,12,-2.1183,4.2
VA-065,"Fluvanna County",5.02,98,1.2746,3.75
VA-067,"Franklin County",1.13,2,-2.8413,3.97
VA-069,"Frederick County",4.37,89,0.5349,3.84
VA-071,"Giles County",1.72,7,-2.1323,3.85
VA-073,"Gloucester County",3.94,62,-0.0207,3.96
VA-075,"Goochland County",5.05,102,1.3903,3.66
VA-077,"Grayson County",1.6,5,-2.6853,4.29
VA-079,"Greene County",4.45,76,0.2529,4.2
VA-081,"Greensville County",2.8,38,-1.2425,4.04
VA-083,"Halifax County",2.39,31,-1.4397,3.83
VA-085,"Hanover County",4.36,77,0.5166,3.84
VA-087,"Henrico County",4.61,86,0.7561,3.85
VA-089,"Henry County",1.39,3,-2.7418,4.13
VA-091,"Highland County",4.72,83,0.5252,4.19
VA-093,"Isle of Wight County",2.88,32,-1.2606,4.14
VA-095,"James City County",4.19,71,0.1028,4.09
VA-097,"King and Queen County",3.82,58,-0.1883,4.01
VA-099,"King George County",4.51,85,0.644,3.87
VA-101,"King William County",3.92,60,-0.0766,4
VA-103,"Lancaster County",3.84,62,-0.0286,3.87
VA-105,"Lee County",1.46,3,-3.0027,4.46
VA-107,"Loudoun County",4.29,83,0.3503,3.94
VA-109,"Louisa County",5.39,104,1.5427,3.85
VA-111,"Lunenburg County",1.9,18,-1.8869,3.79
VA-113,"Madison County",4.79,90,0.6923,4.1
VA-115,"Mathews County",3.73,66,-0.0743,3.8
VA-117,"Mecklenburg County",2.41,28,-1.4005,3.81
VA-119,"Middlesex County",3.86,59,-0.048,3.91
VA-121,"Montgomery County",1.33,4,-2.4637,3.79
VA-125,"Nelson County",3.47,51,-0.6801,4.15
VA-127,"New Kent County",4.28,72,0.2589,4.02
VA-131,"Northampton County",3.07,45,-0.5311,3.6
VA-133,"Northumberland County",3.79,65,-0.0236,3.81
VA-135,"Nottoway County",1.81,15,-2.0584,3.87
VA-137,"Orange County",5.33,98,1.3728,3.96
VA-139,"Page County",5.1,97,1.1254,3.97
VA-141,"Patrick County",2.71,17,-1.8309,4.54
VA-143,"Pittsylvania County",1.89,14,-1.9557,3.85
VA-145,"Powhatan County",4.07,81,0.4183,3.65
VA-147,"Prince Edward County",3.19,55,-0.5354,3.73
VA-149,"Prince George County",4.33,77,0.2523,4.08
VA-153,"Prince William County",3.76,74,-0.1039,3.86
VA-155,"Pulaski County",1.28,4,-2.4748,3.75
VA-157,"Rappahannock County",4.53,86,0.5986,3.93
VA-159,"Richmond County",3.97,71,0.0315,3.94
VA-161,"Roanoke County",1.52,5,-2.485,4.01
VA-163,"Rockbridge County",2.85,39,-1.0619,3.91
VA-165,"Rockingham County",5.08,97,1.0202,4.06
VA-167,"Russell County",3.13,31,-1.0698,4.2
VA-169,"Scott County",1.9,7,-2.3633,4.26
VA-171,"Shenandoah County",4.65,97,0.8941,3.76
VA-173,"Smyth County",3.52,41,-0.8053,4.33
VA-175,"Southampton County",2.82,28,-1.4666,4.29
VA-177,"Spotsylvania County",5.29,98,1.3333,3.96
VA-179,"Stafford County",4.59,88,0.6308,3.96
VA-181,"Surry County",3.98,59,-0.098,4.08
VA-183,"Sussex County",3.33,41,-0.7937,4.12
VA-185,"Tazewell County",3.95,51,-0.4782,4.43
VA-187,"Warren County",4.56,92,0.7424,3.82
VA-191,"Washington County",2.99,26,-1.1839,4.17
VA-193,"Westmoreland County",4.05,72,0.1935,3.86
VA-195,"Wise County",2.63,15,-1.7052,4.34
VA-197,"Wythe County",1.67,8,-2.1159,3.79
VA-199,"York County",3.86,63,-0.1477,4.01
VA-510,"Alexandria City",3.27,61,-0.4172,3.69
VA-520,"Bristol City",2.29,14,-1.8916,4.18
VA-530,"Buena Vista City",2.84,41,-0.9864,3.83
VA-540,"Charlottesville City",4.51,78,0.4753,4.03
VA-550,"Chesapeake City",2.06,10,-2.1074,4.17
VA-570,"Colonial Heights City",4.64,85,0.6619,3.98
VA-580,"Covington City",3.01,44,-0.7558,3.77
VA-590,"Danville City",2.16,21,-1.7182,3.88
VA-595,"Emporia City",2.89,39,-1.1485,4.04
VA-600,"Fairfax City",3.48,61,-0.334,3.81
VA-610,"Falls Church City",3.5,61,-0.3262,3.83
VA-620,"Franklin City",2.56,20,-1.8627,4.42
VA-630,"Fredericksburg City",4.83,92,0.7915,4.04
VA-640,"Galax City",1.58,4,-2.5511,4.13
VA-650,"Hampton City",2.92,40,-0.9671,3.89
VA-660,"Harrisonburg City",5.09,93,1.0572,4.03
VA-670,"Hopewell City",4.99,92,0.9725,4.02
VA-680,"Lynchburg City",2.31,25,-1.5723,3.88
VA-683,"Manassas City",3.51,60,-0.3141,3.82
VA-685,"Manassas Park City",3.5,63,-0.2823,3.78
VA-690,"Martinsville City",1.4,4,-2.7051,4.11
VA-700,"Newport News City",3.24,46,-0.7387,3.98
VA-710,"Norfolk City",2.45,25,-1.4763,3.93
VA-720,"Norton City",2.56,15,-1.6762,4.24
VA-730,"Petersburg City",4.44,79,0.3862,4.05
VA-735,"Poquoson City",3.15,47,-0.7103,3.86
VA-740,"Portsmouth City",2.32,20,-1.6929,4.01
VA-750,"Radford City",1.2,4,-2.4444,3.64
VA-760,"Richmond City",4.52,82,0.7012,3.82
VA-770,"Roanoke City",1.54,5,-2.4341,3.97
VA-775,"Salem City",1.51,5,-2.3966,3.91
VA-790,"Staunton City",3.01,49,-0.8044,3.81
VA-800,"Suffolk City",1.98,11,-2.351,4.33
VA-810,"Virginia Beach City",2.47,22,-1.5334,4
VA-820,"Waynesboro City",3.19,51,-0.7362,3.93
VA-830,"Williamsburg City",4.34,73,0.2248,4.12
VA-840,"Winchester City",4.87,98,0.975,3.9
WA-001,"Adams County",2,120,1.1984,0.8
WA-003,"Asotin County",3.85,122,2.059,1.79
WA-005,"Benton County",1.27,120,0.7029,0.57
WA-007,"Chelan County",2.7,120,1.2621,1.44
WA-009,"Clallam County",3.7,101,0.9801,2.72
WA-011,"Clark County",5.35,122,2.6909,2.66
WA-013,"Columbia County",4.52,125,2.8337,1.69
WA-015,"Cowlitz County",5,113,2.0002,3
WA-017,"Douglas County",2.19,122,1.2493,0.94
WA-019,"Ferry County",3.67,120,1.8139,1.86
WA-021,"Franklin County",1.47,119,0.8065,0.66
WA-023,"Garfield County",4.11,127,2.5309,1.58
WA-025,"Grant County",1.62,121,0.9356,0.68
WA-027,"Grays Harbor County",5.49,113,2.5143,2.98
WA-029,"Island County",2.32,104,0.8687,1.45
WA-031,"Jefferson County",5.58,112,2.1889,3.39
WA-033,"King County",5.65,114,2.3615,3.29
WA-035,"Kitsap County",2.65,115,1.2156,1.43
WA-037,"Kittitas County",2.3,117,0.986,1.31
WA-039,"Klickitat County",1.93,120,1.0855,0.84
WA-041,"Lewis County",5.14,117,2.2606,2.88
WA-043,"Lincoln County",2.65,121,1.5792,1.07
WA-045,"Mason County",5.26,122,2.9346,2.33
WA-047,"Okanogan County",3.06,117,1.3815,1.68
WA-049,"Pacific County",4.74,108,1.8064,2.93
WA-051,"Pend Oreille County",4.65,123,2.1961,2.45
WA-053,"Pierce County",5.27,115,2.3287,2.94
WA-055,"San Juan County",2.16,112,0.8586,1.3
WA-057,"Skagit County",5.32,115,2.2967,3.02
WA-059,"Skamania County",5.94,120,3.0092,2.93
WA-061,"Snohomish County",6.03,118,2.7534,3.28
