"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
NC-171,"Surry County",1.87,6,-2.3826,4.25
NC-173,"Swain County",2.38,5,-3.1754,5.56
NC-175,"Transylvania County",2.84,11,-2.9606,5.8
NC-177,"Tyrrell County",2.41,12,-2.3465,4.76
NC-179,"Union County",1.4,8,-2.6694,4.07
NC-181,"Vance County",2.65,30,-1.3562,4.01
NC-183,"Wake County",2.11,16,-2.033,4.14
NC-185,"Warren County",2.66,35,-1.2999,3.96
NC-187,"Washington County",2.85,24,-2.0136,4.86
NC-189,"Watauga County",1.45,2,-3.3841,4.83
NC-191,"Wayne County",1.35,2,-3.4379,4.79
NC-193,"Wilkes County",1.75,3,-2.7843,4.53
NC-195,"Wilson County",1.18,2,-3.3242,4.5
NC-197,"Yadkin County",1.51,3,-2.5816,4.09
NC-199,"Yancey County",1.53,2,-3.1061,4.64
ND-001,"Adams County",3.47,73,-0.0969,3.57
ND-003,"Barnes County",2.96,51,-0.5711,3.53
ND-005,"Benson County",2.62,40,-0.652,3.27
ND-007,"Billings County",2.98,59,-0.4244,3.4
ND-009,"Bottineau County",1.86,22,-1.3318,3.19
ND-011,"Bowman County",3.23,69,-0.0792,3.31
ND-013,"Burke County",2.18,34,-1.2089,3.39
ND-015,"Burleigh County",1.86,17,-1.6026,3.46
ND-017,"Cass County",2.74,37,-0.9436,3.68
ND-019,"Cavalier County",2.2,24,-1.0447,3.24
ND-021,"Dickey County",3.23,54,-0.459,3.69
ND-023,"Divide County",2.3,37,-0.8633,3.16
ND-025,"Dunn County",1.77,13,-1.8356,3.61
ND-027,"Eddy County",3.05,57,-0.4256,3.48
ND-029,"Emmons County",1.9,20,-1.5383,3.44
ND-031,"Foster County",3.07,57,-0.4602,3.53
ND-033,"Golden Valley County",3.01,55,-0.348,3.36
ND-035,"Grand Forks County",2.55,43,-0.8101,3.36
ND-037,"Grant County",2.92,49,-0.6621,3.58
ND-039,"Griggs County",3.21,60,-0.293,3.5
ND-041,"Hettinger County",3.18,58,-0.4826,3.66
ND-043,"Kidder County",2.64,50,-0.7831,3.42
ND-045,"LaMoure County",3.48,63,-0.1536,3.63
ND-047,"Logan County",2.36,27,-1.0901,3.45
ND-049,"McHenry County",2,26,-1.2596,3.26
ND-051,"McIntosh County",1.61,12,-1.9143,3.52
ND-053,"McKenzie County",2.2,35,-1.1407,3.34
ND-055,"McLean County",1.93,15,-1.5801,3.51
ND-057,"Mercer County",1.48,8,-2.0573,3.54
ND-059,"Morton County",1.83,16,-1.6548,3.48
ND-061,"Mountrail County",1.66,14,-1.77,3.43
ND-063,"Nelson County",3.06,55,-0.3708,3.43
ND-065,"Oliver County",1.57,9,-1.9909,3.56
ND-067,"Pembina County",2.23,31,-0.9534,3.18
ND-069,"Pierce County",2.16,31,-1.1053,3.27
ND-071,"Ramsey County",2.73,48,-0.5148,3.24
ND-073,"Ransom County",1.98,20,-1.6778,3.66
ND-075,"Renville County",1.76,18,-1.5034,3.26
ND-077,"Richland County",1.6,14,-2.2162,3.82
ND-079,"Rolette County",1.85,23,-1.4729,3.32
ND-081,"Sargent County",1.49,16,-2.1049,3.59
ND-083,"Sheridan County",2.85,45,-0.7595,3.61
ND-085,"Sioux County",2.39,38,-1.064,3.45
ND-087,"Slope County",3.25,68,-0.1819,3.43
ND-089,"Stark County",2.39,40,-1.1689,3.56
ND-091,"Steele County",2.86,51,-0.5853,3.45
ND-093,"Stutsman County",3.24,66,-0.191,3.43
ND-095,"Towner County",1.97,22,-1.3033,3.27
ND-097,"Traill County",2.9,49,-0.6326,3.53
ND-099,"Walsh County",2.51,35,-0.7842,3.29
ND-101,"Ward County",1.68,14,-1.6601,3.34
ND-103,"Wells County",3.15,58,-0.3078,3.46
ND-105,"Williams County",2.09,29,-1.1028,3.19
OH-001,"Adams County",5.12,97,1.104,4.02
OH-003,"Allen County",2.27,22,-1.7185,3.99
OH-005,"Ashland County",3.85,69,-0.058,3.91
OH-007,"Ashtabula County",2.06,10,-1.7197,3.78
OH-009,"Athens County",5.97,115,2.1183,3.85
OH-011,"Auglaize County",2.64,30,-1.4026,4.04
OH-013,"Belmont County",5.52,106,1.3221,4.2
OH-015,"Brown County",5.11,90,0.9591,4.15
OH-017,"Butler County",3.28,42,-0.7455,4.03
OH-019,"Carroll County",5.15,92,0.9623,4.19
OH-021,"Champaign County",3.3,46,-0.7444,4.04
OH-023,"Clark County",3.74,62,-0.3296,4.07
OH-025,"Clermont County",4.54,76,0.3401,4.2
OH-027,"Clinton County",4.57,82,0.4615,4.11
OH-029,"Columbiana County",4.29,74,0.2013,4.09
OH-031,"Coshocton County",4.62,74,0.4366,4.18
OH-033,"Crawford County",2.89,33,-1.2233,4.11
OH-035,"Cuyahoga County",2.18,26,-1.2872,3.47
OH-037,"Darke County",3.01,37,-1.1806,4.19
OH-039,"Defiance County",3.29,58,-0.4965,3.79
OH-041,"Delaware County",3.6,54,-0.5149,4.11
OH-043,"Erie County",2.6,37,-1.1052,3.71
OH-045,"Fairfield County",4.63,85,0.6021,4.03
OH-047,"Fayette County",4.57,87,0.5106,4.06
OH-049,"Franklin County",3.42,51,-0.5511,3.97
OH-051,"Fulton County",3.03,49,-0.7247,3.75
OH-053,"Gallia County",5.82,116,2.0271,3.79
OH-055,"Geauga County",2.41,23,-1.3362,3.75
OH-057,"Greene County",3.5,52,-0.5178,4.02
OH-059,"Guernsey County",5.3,97,1.1118,4.19
OH-061,"Hamilton County",3.46,45,-0.5788,4.04
OH-063,"Hancock County",2.45,29,-1.4043,3.85
OH-065,"Hardin County",2.83,36,-1.2302,4.06
OH-067,"Harrison County",5.84,108,1.6607,4.18
OH-069,"Henry County",3.48,60,-0.3002,3.78
OH-071,"Highland County",4.61,86,0.5666,4.04
OH-073,"Hocking County",4.59,87,0.5467,4.04
OH-075,"Holmes County",4.23,69,0.1708,4.06
OH-077,"Huron County",3,41,-0.8964,3.9
OH-079,"Jackson County",4.55,94,0.7189,3.83
OH-081,"Jefferson County",4.95,91,0.832,4.12
OH-083,"Knox County",4.79,84,0.5708,4.22
OH-085,"Lake County",1.91,16,-1.5998,3.51
OH-087,"Lawrence County",3.94,66,0.0462,3.89
OH-089,"Licking County",4.7,83,0.5598,4.14
OH-091,"Logan County",3.1,48,-0.9427,4.04
OH-093,"Lorain County",2.53,32,-1.0934,3.62
OH-095,"Lucas County",3.35,61,-0.2792,3.63
OH-097,"Madison County",3.52,63,-0.406,3.93
OH-099,"Mahoning County",2.79,30,-1.1496,3.94
OH-101,"Marion County",3.01,39,-1.0805,4.09
OH-103,"Medina County",2.82,41,-0.8719,3.69
OH-105,"Meigs County",6.11,119,2.3001,3.81
OH-107,"Mercer County",2.69,33,-1.2834,3.97
OH-109,"Miami County",2.98,34,-1.1447,4.12
OH-111,"Monroe County",5.33,94,0.9869,4.34
OH-113,"Montgomery County",3.07,38,-0.9245,3.99
OH-115,"Morgan County",6.07,111,1.9302,4.14
OH-117,"Morrow County",3.49,48,-0.8148,4.3
OH-119,"Muskingum County",4.99,92,0.8033,4.19
OH-121,"Noble County",6,109,1.686,4.31
OH-123,"Ottawa County",3.14,57,-0.4237,3.56
OH-125,"Paulding County",2.73,31,-1.1788,3.91
OH-127,"Perry County",5.37,101,1.3185,4.05
OH-129,"Pickaway County",3.81,64,-0.1557,3.97
OH-131,"Pike County",3.9,64,-0.0048,3.9
OH-133,"Portage County",2.47,22,-1.3131,3.78
OH-135,"Preble County",3.61,55,-0.4604,4.07
OH-137,"Putnam County",2.79,38,-1.0345,3.82
OH-139,"Richland County",3.72,57,-0.3625,4.08
OH-141,"Ross County",4.05,74,0.0329,4.02
OH-143,"Sandusky County",3.15,53,-0.5474,3.7
OH-145,"Scioto County",3.98,67,-0.0056,3.99
OH-147,"Seneca County",3.03,42,-0.8499,3.88
OH-149,"Shelby County",2.71,31,-1.3634,4.07
OH-151,"Stark County",3.09,36,-0.8185,3.91
OH-153,"Summit County",2.4,25,-1.1851,3.59
OH-155,"Trumbull County",2.83,30,-1.0453,3.88
OH-157,"Tuscarawas County",5.04,89,0.9112,4.13
OH-159,"Union County",3.31,49,-0.6718,3.98
OH-161,"Van Wert County",2.99,45,-0.9041,3.89
OH-163,"Vinton County",4.93,100,1.0452,3.88
OH-165,"Warren County",3.41,44,-0.6774,4.09
OH-167,"Washington County",5.51,108,1.4238,4.09
OH-169,"Wayne County",3.88,69,0.1197,3.76
OH-171,"Williams County",3.46,59,-0.2686,3.73
OH-173,"Wood County",3.5,65,-0.2537,3.75
OH-175,"Wyandot County",2.63,32,-1.3024,3.93
OK-001,"Adair County",3.45,40,-1.4045,4.85
OK-003,"Alfalfa County",3.34,64,-0.381,3.72
OK-005,"Atoka County",4.86,85,0.4667,4.39
OK-007,"Beaver County",3.06,74,0.0311,3.03
OK-009,"Beckham County",3.83,85,0.4226,3.41
OK-011,"Blaine County",3.04,60,-0.8406,3.88
OK-013,"Bryan County",3.39,66,-0.5321,3.92
OK-015,"Caddo County",5.24,102,1.3154,3.92
OK-017,"Canadian County",3.1,52,-0.9526,4.05
OK-019,"Carter County",2.26,29,-1.8868,4.15
OK-021,"Cherokee County",4.54,67,-0.2985,4.84
OK-023,"Choctaw County",4.65,88,0.5512,4.1
OK-025,"Cimarron County",2.69,86,0.4716,2.22
OK-027,"Cleveland County",3.4,57,-0.722,4.12
OK-029,"Coal County",5.24,88,0.7314,4.51
OK-031,"Comanche County",4.47,89,0.7228,3.75
OK-033,"Cotton County",3.35,68,-0.1885,3.54
OK-035,"Craig County",3.37,41,-1.9133,5.28
OK-037,"Creek County",3.54,53,-0.9846,4.52
OK-039,"Custer County",4.44,90,0.806,3.63
OK-041,"Delaware County",2.7,31,-2.4197,5.12
OK-043,"Dewey County",2.89,55,-0.7199,3.61
OK-045,"Ellis County",3.41,73,0.0869,3.32
OK-047,"Garfield County",3.45,62,-0.5634,4.01
OK-049,"Garvin County",2.8,39,-1.4546,4.25
OK-051,"Grady County",4.66,85,0.5887,4.07
OK-053,"Grant County",4.6,84,0.6175,3.98
OK-055,"Greer County",3.68,77,0.2452,3.43
OK-057,"Harmon County",3.56,73,0.2006,3.36
OK-059,"Harper County",2.9,59,-0.3273,3.23
OK-061,"Haskell County",5,82,0.5463,4.45
OK-063,"Hughes County",4.17,67,-0.4672,4.64
OK-065,"Jackson County",3.87,81,0.4656,3.4
OK-067,"Jefferson County",2.79,45,-0.8843,3.67
OK-069,"Johnston County",3.43,61,-0.8017,4.23
OK-071,"Kay County",3.66,59,-0.8677,4.53
OK-073,"Kingfisher County",2.33,33,-1.6112,3.94
OK-075,"Kiowa County",4.54,88,0.8713,3.67
OK-077,"Latimer County",4.83,84,0.3259,4.5
OK-079,"Le Flore County",5.33,88,0.8722,4.46
OK-081,"Lincoln County",3.49,58,-0.8078,4.3
OK-083,"Logan County",2.89,47,-1.208,4.1
OK-085,"Love County",2.12,30,-1.8086,3.93
OK-087,"McClain County",3.68,61,-0.4998,4.18
OK-089,"McCurtain County",4.3,73,0.0357,4.26
OK-091,"McIntosh County",5.12,83,0.5474,4.57
OK-093,"Major County",2.31,38,-1.3633,3.67
OK-095,"Marshall County",2.38,34,-1.6168,4
OK-097,"Mayes County",3.7,47,-1.3793,5.08
OK-099,"Murray County",2.64,34,-1.7803,4.42
OK-101,"Muskogee County",5.51,95,0.8464,4.66
OK-103,"Noble County",4.09,73,-0.2491,4.34
OK-105,"Nowata County",3.44,41,-1.6056,5.05
OK-107,"Okfuskee County",3.4,50,-1.1787,4.58
OK-109,"Oklahoma County",3.25,52,-0.8495,4.1
OK-111,"Okmulgee County",4.2,66,-0.5026,4.7
OK-113,"Osage County",2.88,34,-1.6721,4.55
OK-115,"Ottawa County",2.85,33,-2.275,5.13
OK-117,"Pawnee County",2.82,36,-1.5885,4.41
OK-119,"Payne County",3.63,60,-0.6353,4.27
OK-121,"Pittsburg County",4.76,79,0.1631,4.6
OK-123,"Pontotoc County",4.26,72,-0.1534,4.41
OK-125,"Pottawatomie County",3.31,54,-0.893,4.2
OK-127,"Pushmataha County",5.19,92,0.7737,4.42
OK-129,"Roger Mills County",3.47,72,0.0787,3.39
OK-131,"Rogers County",3.53,47,-1.374,4.9
OK-133,"Seminole County",3.15,50,-1.2519,4.4
OK-135,"Sequoyah County",5.22,91,0.7605,4.46
OK-137,"Stephens County",3.52,60,-0.3878,3.91
OK-139,"Texas County",3.37,103,0.6971,2.67
OK-141,"Tillman County",3.31,72,-0.0102,3.32
OK-143,"Tulsa County",3.65,49,-1.015,4.67
OK-145,"Wagoner County",4.55,65,-0.2976,4.85
OK-147,"Washington County",3.06,32,-1.6759,4.74
OK-149,"Washita County",4.72,94,1.1004,3.62
OK-151,"Woods County",3.13,61,-0.4108,3.54
OK-153,"Woodward County",2.84,55,-0.5439,3.38
OR-001,"Baker County",1.75,88,0.1947,1.56
OR-003,"Benton County",3.18,118,1.7178,1.46
OR-005,"Clackamas County",7.05,125,3.9704,3.08
OR-007,"Clatsop County",4.44,106,1.4903,2.95
OR-009,"Columbia County",2.76,104,0.8815,1.88
OR-011,"Coos County",3.34,112,1.5642,1.78
OR-013,"Crook County",2.03,110,0.7957,1.23
OR-015,"Curry County",4.01,115,2.234,1.78
OR-017,"Deschutes County",2.04,105,0.6796,1.36
OR-019,"Douglas County",4.09,123,2.3336,1.76
OR-021,"Gilliam County",1.82,117,0.9644,0.86
OR-023,"Grant County",2.35,106,0.8342,1.52
OR-025,"Harney County",1.33,90,0.2113,1.12
OR-027,"Hood River County",4.37,122,2.348,2.02
OR-029,"Jackson County",2.24,105,0.8591,1.38
OR-031,"Jefferson County",2.16,117,1.0521,1.11
OR-033,"Josephine County",2.58,115,1.426,1.15
OR-035,"Klamath County",1.63,102,0.4278,1.2
OR-037,"Lake County",1.4,93,0.2086,1.19
OR-039,"Lane County",5.18,123,2.8352,2.34
OR-041,"Lincoln County",5.58,119,2.8104,2.77
OR-043,"Linn County",6,123,3.308,2.69
OR-045,"Malheur County",1.46,95,0.3512,1.11
OR-047,"Marion County",5.4,121,2.8966,2.5
OR-049,"Morrow County",2.5,124,1.4257,1.07
OR-051,"Multnomah County",5.55,124,3.0398,2.51
OR-053,"Polk County",3.54,119,1.8243,1.72
OR-055,"Sherman County",1.85,119,1.0017,0.85
OR-057,"Tillamook County",5.44,110,2.0915,3.35
OR-059,"Umatilla County",3.33,126,1.9267,1.4
OR-061,"Union County",3.44,119,1.487,1.95
OR-063,"Wallowa County",2.92,98,0.622,2.3
OR-065,"Wasco County",2.1,121,1.1149,0.99
OR-067,"Washington County",2.87,115,1.2077,1.66
OR-069,"Wheeler County",2.74,121,1.4145,1.33
OR-071,"Yamhill County",3.37,117,1.6449,1.73
PA-001,"Adams County",3.04,45,-0.941,3.98
PA-003,"Allegheny County",2.61,21,-1.4805,4.09
PA-005,"Armstrong County",3.03,20,-1.413,4.44
PA-007,"Beaver County",4.18,68,0.0941,4.09
PA-009,"Bedford County",3.96,72,0.0154,3.94
PA-011,"Berks County",3.65,56,-0.4085,4.06
PA-013,"Blair County",4.16,78,0.1158,4.04
PA-015,"Bradford County",3.34,54,-0.482,3.82
PA-017,"Bucks County",3.34,51,-0.4873,3.83
PA-019,"Butler County",3.29,30,-1.0424,4.33
PA-021,"Cambria County",4.18,58,-0.3242,4.5
PA-023,"Cameron County",2.55,16,-1.7341,4.28
PA-025,"Carbon County",5.96,104,1.5354,4.42
PA-027,"Centre County",3.17,37,-0.9872,4.16
PA-029,"Chester County",4.02,75,0.0379,3.98
PA-031,"Clarion County",3.21,28,-1.222,4.43
PA-033,"Clearfield County",2.9,25,-1.2824,4.18
PA-035,"Clinton County",2.79,23,-1.4325,4.22
PA-037,"Columbia County",3.78,57,-0.334,4.11
PA-039,"Crawford County",2.7,17,-1.5462,4.25
PA-041,"Cumberland County",3.27,45,-0.7911,4.06
PA-043,"Dauphin County",4.36,80,0.221,4.14
PA-045,"Delaware County",4.07,77,0.219,3.85
PA-047,"Elk County",3.41,36,-0.9747,4.38
PA-049,"Erie County",2.46,21,-1.5177,3.98
PA-051,"Fayette County",3.84,42,-0.7882,4.63
PA-053,"Forest County",3.5,36,-0.9981,4.5
PA-055,"Franklin County",2.67,28,-1.4356,4.11
PA-057,"Fulton County",3.81,60,-0.2749,4.08
PA-059,"Greene County",4.63,81,0.5098,4.12
PA-061,"Huntingdon County",4.02,78,0.1132,3.91
PA-063,"Indiana County",3.45,25,-1.103,4.55
PA-065,"Jefferson County",2.97,19,-1.4406,4.41
PA-067,"Juniata County",4.12,73,0.0043,4.12
PA-069,"Lackawanna County",4.61,88,0.5363,4.07
PA-071,"Lancaster County",3.27,45,-0.6878,3.96
PA-073,"Lawrence County",3.63,44,-0.6321,4.26
PA-075,"Lebanon County",3.93,59,-0.2502,4.18
PA-077,"Lehigh County",4.31,74,0.2794,4.03
PA-079,"Luzerne County",4.04,69,-0.096,4.14
PA-081,"Lycoming County",3.24,36,-0.9106,4.15
PA-083,"McKean County",3.88,48,-0.5761,4.46
PA-085,"Mercer County",2.98,25,-1.2605,4.24
PA-087,"Mifflin County",4.04,73,-0.0372,4.08
PA-089,"Monroe County",6.17,108,1.8386,4.33
PA-091,"Montgomery County",3.5,59,-0.337,3.84
PA-093,"Montour County",3.33,43,-0.7031,4.03
PA-095,"Northampton County",4.09,71,0.0644,4.03
PA-097,"Northumberland County",3.52,57,-0.5068,4.03
PA-099,"Perry County",4.02,62,-0.1812,4.2
PA-101,"Philadelphia County",3.9,73,0.1421,3.76
PA-103,"Pike County",4.75,88,0.5724,4.18
PA-105,"Potter County",2.62,17,-1.6235,4.24
PA-107,"Schuylkill County",4.22,65,-0.105,4.33
PA-109,"Snyder County",3.54,59,-0.4813,4.02
PA-111,"Somerset County",3.57,37,-0.9236,4.49
PA-113,"Sullivan County",3.45,40,-0.7997,4.25
PA-115,"Susquehanna County",4.75,95,0.8443,3.91
PA-117,"Tioga County",3.59,57,-0.439,4.03
PA-119,"Union County",3.22,47,-0.7525,3.97
PA-121,"Venango County",3.13,31,-1.254,4.38
PA-123,"Warren County",3.38,32,-1.1176,4.5
PA-125,"Washington County",3.74,46,-0.4137,4.15
PA-127,"Wayne County",5.27,101,1.2792,3.99
PA-129,"Westmoreland County",3.1,23,-1.2951,4.4
PA-131,"Wyoming County",3.47,63,-0.4286,3.9
PA-133,"York County",2.75,34,-1.118,3.87
RI-001,"Bristol County",4.32,95,1.0067,3.31
RI-003,"Kent County",4.38,94,1.0397,3.34
RI-005,"Newport County",3.59,81,0.4608,3.13
RI-007,"Providence County",4.08,85,0.5747,3.51
RI-009,"Washington County",3.48,82,0.3576,3.12
SC-001,"Abbeville County",2.95,49,-0.891,3.84
SC-003,"Aiken County",2.7,25,-1.6785,4.38
SC-005,"Allendale County",5.07,73,0.0792,4.99
SC-007,"Anderson County",1.56,10,-2.385,3.95
SC-009,"Bamberg County",7.2,109,2.1393,5.06
SC-011,"Barnwell County",5.63,89,0.823,4.81
SC-013,"Beaufort County",4.23,52,-1.0559,5.29
SC-015,"Berkeley County",4.32,47,-0.935,5.26
SC-017,"Calhoun County",5.11,75,0.0523,5.06
SC-019,"Charleston County",4.07,47,-1.049,5.12
SC-021,"Cherokee County",1.53,10,-2.5086,4.04
SC-023,"Chester County",2.06,16,-1.9492,4.01
SC-025,"Chesterfield County",3.14,32,-1.3468,4.49
SC-027,"Clarendon County",4.29,42,-1.0858,5.38
SC-029,"Colleton County",5.13,73,-0.1296,5.26
SC-031,"Darlington County",3.34,30,-1.4189,4.76
SC-033,"Dillon County",4.32,59,-0.37,4.69
SC-035,"Dorchester County",5.59,77,0.2286,5.36
SC-037,"Edgefield County",1.43,4,-2.6057,4.04
SC-039,"Fairfield County",2.24,15,-1.8763,4.12
SC-041,"Florence County",3.92,46,-0.9892,4.91
SC-043,"Georgetown County",3.6,33,-1.3779,4.98
SC-045,"Greenville County",1.52,5,-3.0328,4.55
SC-047,"Greenwood County",2.79,40,-1.1154,3.91
SC-049,"Hampton County",4.31,51,-0.8954,5.21
SC-051,"Horry County",4.85,70,-0.0645,4.91
SC-053,"Jasper County",3.8,36,-1.5846,5.38
SC-055,"Kershaw County",2.95,30,-1.6092,4.56
SC-057,"Lancaster County",2.77,27,-1.4986,4.27
SC-059,"Laurens County",2.36,23,-1.5493,3.91
SC-061,"Lee County",2.89,18,-2.0339,4.92
SC-063,"Lexington County",3.28,41,-1.1726,4.45
SC-065,"McCormick County",1.86,11,-2.0162,3.88
SC-067,"Marion County",5.3,81,0.4853,4.81
SC-069,"Marlboro County",3.16,32,-1.4751,4.64
SC-071,"Newberry County",2.19,20,-1.8186,4.01
SC-073,"Oconee County",3.28,27,-1.6835,4.96
SC-075,"Orangeburg County",5.8,91,0.7227,5.08
SC-077,"Pickens County",1.85,6,-2.9871,4.84
SC-079,"Richland County",3.87,55,-0.7176,4.59
SC-081,"Saluda County",1.88,11,-2.2412,4.12
SC-083,"Spartanburg County",1.48,6,-2.7403,4.22
SC-085,"Sumter County",3.34,30,-1.7511,5.09
SC-087,"Union County",2.13,19,-1.898,4.03
SC-089,"Williamsburg County",3.49,34,-1.7193,5.21
SC-091,"York County",1.96,15,-2.0017,3.96
SD-003,"Aurora County",2.07,23,-1.5852,3.66
SD-005,"Beadle County",1.58,14,-1.9452,3.53
SD-007,"Bennett County",2.01,34,-1.2527,3.26
SD-009,"Bon Homme County",1.95,18,-2.0325,3.98
SD-011,"Brookings County",2.01,15,-2.0741,4.08
SD-013,"Brown County",1.33,12,-2.2548,3.58
SD-015,"Brule County",2.4,37,-1.0863,3.49
SD-017,"Buffalo County",2.4,40,-0.803,3.2
SD-019,"Butte County",3.26,81,0.22,3.04
SD-021,"Campbell County",2.43,41,-0.9112,3.34
SD-023,"Charles Mix County",2.46,32,-1.3245,3.78
SD-025,"Clark County",1.07,3,-2.8263,3.9
SD-027,"Clay County",1.26,3,-2.8533,4.11
SD-029,"Codington County",0.88,3,-3.135,4.02
SD-031,"Corson County",2.56,45,-0.8826,3.44
SD-033,"Custer County",2.4,45,-0.816,3.22
SD-035,"Davison County",1.78,13,-1.8965,3.68
SD-037,"Day County",1.04,3,-2.8152,3.86
SD-039,"Deuel County",1.73,10,-2.3082,4.04
SD-041,"Dewey County",2.77,60,-0.4212,3.19
SD-043,"Douglas County",2.34,28,-1.4239,3.76
SD-045,"Edmunds County",1.58,16,-1.8757,3.46
SD-047,"Fall River County",1.82,36,-1.0839,2.9
SD-049,"Faulk County",1.73,24,-1.7198,3.45
SD-051,"Grant County",1.15,6,-2.8171,3.97
SD-053,"Gregory County",2.62,38,-1.0615,3.68
SD-055,"Haakon County",2.31,44,-0.7624,3.07
SD-057,"Hamlin County",1.1,4,-2.9404,4.04
SD-059,"Hand County",2.02,28,-1.3454,3.37
SD-061,"Hanson County",1.93,18,-1.8751,3.81
SD-063,"Harding County",3.02,76,-0.0226,3.04
SD-065,"Hughes County",4.08,94,0.9936,3.09
SD-067,"Hutchinson County",1.88,12,-2.0691,3.95
SD-069,"Hyde County",2.69,52,-0.5806,3.27
SD-071,"Jackson County",2.86,62,-0.2951,3.16
SD-073,"Jerauld County",2.01,25,-1.4508,3.46
SD-075,"Jones County",3.65,82,0.5413,3.11
SD-077,"Kingsbury County",1.52,7,-2.4664,3.99
SD-079,"Lake County",2.03,17,-1.9906,4.02
SD-081,"Lawrence County",3.34,58,-0.6345,3.97
SD-083,"Lincoln County",1.86,10,-2.3225,4.18
SD-085,"Lyman County",3.06,57,-0.1548,3.21
SD-087,"McCook County",1.84,14,-2.1844,4.02
SD-089,"McPherson County",1.59,16,-1.9159,3.51
SD-091,"Marshall County",0.98,6,-2.7748,3.75
SD-093,"Meade County",3.31,75,0.0422,3.27
SD-095,"Mellette County",3.13,72,-0.0714,3.2
SD-097,"Miner County",1.97,20,-1.8681,3.84
SD-099,"Minnehaha County",2.01,10,-2.1676,4.18
SD-101,"Moody County",1.82,14,-2.3401,4.16
SD-102,"Oglala Lakota County",2.21,46,-0.805,3.02
SD-103,"Pennington County",3.09,64,-0.1957,3.29
SD-105,"Perkins County",2.85,58,-0.4371,3.29
SD-107,"Potter County",2.2,39,-1.0842,3.28
SD-109,"Roberts County",1.14,7,-2.675,3.82
SD-111,"Sanborn County",1.76,13,-1.9194,3.68
SD-115,"Spink County",1.35,9,-2.1967,3.55
SD-117,"Stanley County",3.41,77,0.4889,2.92
SD-119,"Sully County",3.5,79,0.4146,3.09
SD-121,"Todd County",2.42,46,-0.931,3.35
SD-123,"Tripp County",2.89,50,-0.5319,3.42
SD-125,"Turner County",1.72,14,-2.4122,4.13
SD-127,"Union County",1.48,7,-2.6907,4.17
SD-129,"Walworth County",2.63,45,-0.7763,3.41
SD-135,"Yankton County",1.36,4,-2.7543,4.11
SD-137,"Ziebach County",1.83,27,-1.277,3.11
TN-001,"Anderson County",2.53,21,-2.0385,4.57
TN-003,"Bedford County",3.82,61,-0.2708,4.09
TN-005,"Benton County",1.84,11,-2.2755,4.12
TN-007,"Bledsoe County",4.28,66,-0.1681,4.45
TN-009,"Blount County",2.87,12,-2.1791,5.05
TN-011,"Bradley County",3.12,42,-1.1254,4.25
TN-013,"Campbell County",3.44,33,-1.338,4.78
TN-015,"Cannon County",5.17,91,0.9463,4.22
TN-017,"Carroll County",1.7,9,-2.3703,4.07
TN-019,"Carter County",2.03,6,-2.3638,4.39
TN-021,"Cheatham County",0.81,3,-3.2471,4.06
TN-023,"Chester County",1.59,4,-2.3232,3.91
TN-025,"Claiborne County",2.35,13,-2.1142,4.46
TN-027,"Clay County",2.85,24,-1.5384,4.39
TN-029,"Cocke County",1.94,5,-2.7049,4.64
TN-031,"Coffee County",4.27,71,0.0328,4.24
TN-033,"Crockett County",1.97,18,-1.8686,3.84
TN-035,"Cumberland County",4.46,60,-0.2573,4.72
TN-037,"Davidson County",1.36,8,-2.5733,3.93
TN-039,"Decatur County",2.21,19,-1.8381,4.05
TN-041,"DeKalb County",4.18,72,-0.1097,4.29
TN-043,"Dickson County",0.72,3,-3.5414,4.26
TN-045,"Dyer County",1.59,14,-2.2384,3.83
TN-047,"Fayette County",1.79,16,-2.2114,4
TN-049,"Fentress County",2.61,16,-2.1309,4.74
TN-051,"Franklin County",4.23,69,-0.0614,4.29
TN-053,"Gibson County",1.43,9,-2.6194,4.05
TN-055,"Giles County",2.16,22,-1.8753,4.04
TN-057,"Grainger County",2.42,16,-1.6518,4.07
TN-059,"Greene County",2.19,13,-1.9808,4.17
TN-061,"Grundy County",4.68,82,0.2839,4.4
TN-063,"Hamblen County",2.5,18,-1.5512,4.05
TN-065,"Hamilton County",2.93,34,-1.2934,4.22
TN-067,"Hancock County",1.55,4,-2.6292,4.18
TN-069,"Hardeman County",1.79,13,-2.1798,3.97
TN-071,"Hardin County",1.72,9,-2.3306,4.05
TN-073,"Hawkins County",1.56,5,-2.5182,4.08
TN-075,"Haywood County",2.25,25,-1.5192,3.77
TN-077,"Henderson County",1.85,11,-2.1066,3.96
TN-079,"Henry County",1.72,12,-2.3134,4.03
TN-081,"Hickman County",1.89,12,-2.3892,4.28
TN-083,"Houston County",2.05,14,-2.1613,4.21
TN-085,"Humphreys County",1.71,7,-2.6199,4.33
TN-087,"Jackson County",3.03,29,-1.4424,4.47
TN-089,"Jefferson County",2.41,19,-1.6413,4.05
TN-091,"Johnson County",2.43,12,-2.0816,4.51
TN-093,"Knox County",2.25,15,-2.0268,4.28
TN-095,"Lake County",1.68,16,-2.2572,3.94
TN-097,"Lauderdale County",2.48,32,-1.2373,3.72
TN-099,"Lawrence County",2.18,18,-1.8431,4.02
TN-101,"Lewis County",2.88,37,-1.2529,4.13
TN-103,"Lincoln County",3.34,40,-0.851,4.19
