"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
OK-121,"Pittsburg County",79,97,1.52,77.5
OK-123,"Pontotoc County",80.4,113,2.844,77.6
OK-125,"Pottawatomie County",79.7,104,2.061,77.6
OK-127,"Pushmataha County",79.1,112,2.476,76.6
OK-129,"Roger Mills County",79.5,112,3.137,76.4
OK-131,"Rogers County",78.9,102,2.075,76.8
OK-133,"Seminole County",79.6,107,2.149,77.5
OK-135,"Sequoyah County",78.7,103,1.929,76.8
OK-137,"Stephens County",80.4,106,2.079,78.3
OK-139,"Texas County",76.4,91,1.942,74.5
OK-141,"Tillman County",82.7,110,3.139,79.6
OK-143,"Tulsa County",79.2,104,2.059,77.1
OK-145,"Wagoner County",79.3,99,1.844,77.5
OK-147,"Washington County",78.1,97,1.814,76.3
OK-149,"Washita County",80.6,110,3.057,77.5
OK-151,"Woods County",79.1,105,2.72,76.4
OK-153,"Woodward County",78.8,108,2.784,76
OR-001,"Baker County",57.7,66,0.316,57.4
OR-003,"Benton County",59.6,62,-0.006,59.6
OR-005,"Clackamas County",56.9,81,0.702,56.2
OR-007,"Clatsop County",57.2,104,1.786,55.4
OR-009,"Columbia County",59.5,94,1.562,57.9
OR-011,"Coos County",59.1,109,2.013,57.1
OR-013,"Crook County",56.9,79,0.998,55.9
OR-015,"Curry County",59.5,102,1.671,57.8
OR-017,"Deschutes County",54.7,79,0.815,53.9
OR-019,"Douglas County",59.2,94,1.521,57.7
OR-021,"Gilliam County",61.4,64,-0.287,61.7
OR-023,"Grant County",55,70,0.343,54.7
OR-025,"Harney County",58.9,89,1.548,57.4
OR-027,"Hood River County",54.7,76,0.485,54.2
OR-029,"Jackson County",59.5,79,0.895,58.6
OR-031,"Jefferson County",58.2,79,0.765,57.4
OR-033,"Josephine County",59.7,91,1.43,58.3
OR-035,"Klamath County",55.1,87,1.205,53.9
OR-037,"Lake County",56.9,91,1.602,55.3
OR-039,"Lane County",57.8,85,1.048,56.8
OR-041,"Lincoln County",57.6,80,0.654,56.9
OR-043,"Linn County",57.4,79,0.527,56.9
OR-045,"Malheur County",61.4,72,0.444,61
OR-047,"Marion County",58.7,82,1.154,57.5
OR-049,"Morrow County",61,70,0.088,60.9
OR-051,"Multnomah County",60.6,89,1.101,59.5
OR-053,"Polk County",60.1,85,1.134,59
OR-055,"Sherman County",61,61,-0.238,61.2
OR-057,"Tillamook County",56,85,0.871,55.1
OR-059,"Umatilla County",60.1,74,0.417,59.7
OR-061,"Union County",55,68,0.181,54.8
OR-063,"Wallowa County",54.9,76,0.547,54.4
OR-065,"Wasco County",59.1,75,0.343,58.8
OR-067,"Washington County",59.2,78,0.587,58.6
OR-069,"Wheeler County",57.6,72,0.414,57.2
OR-071,"Yamhill County",60.2,85,1.02,59.2
PA-001,"Adams County",70.2,88,1.441,68.8
PA-003,"Allegheny County",69.7,87,1.299,68.4
PA-005,"Armstrong County",68,93,1.348,66.7
PA-007,"Beaver County",68.8,82,0.862,67.9
PA-009,"Bedford County",69.3,106,2.042,67.3
PA-011,"Berks County",69.3,79,0.814,68.5
PA-013,"Blair County",67.9,97,1.609,66.3
PA-015,"Bradford County",64.2,56,0.164,64
PA-017,"Bucks County",69.7,83,1.342,68.4
PA-019,"Butler County",67.9,86,1.265,66.6
PA-021,"Cambria County",66,92,1.45,64.6
PA-023,"Cameron County",65.7,83,0.986,64.7
PA-025,"Carbon County",64.3,47,-0.251,64.6
PA-027,"Centre County",67,84,0.965,66
PA-029,"Chester County",69.5,61,0.363,69.1
PA-031,"Clarion County",66.6,94,1.536,65.1
PA-033,"Clearfield County",66,89,1.244,64.8
PA-035,"Clinton County",66.7,81,0.883,65.8
PA-037,"Columbia County",67,79,0.85,66.2
PA-039,"Crawford County",65.9,86,1.43,64.5
PA-041,"Cumberland County",70.6,91,1.557,69
PA-043,"Dauphin County",70.1,97,1.817,68.3
PA-045,"Delaware County",71.5,80,0.972,70.5
PA-047,"Elk County",65.3,99,1.811,63.5
PA-049,"Erie County",66,87,1.338,64.7
PA-051,"Fayette County",67.2,64,0.219,67
PA-053,"Forest County",65.6,98,1.668,63.9
PA-055,"Franklin County",69.8,85,1.152,68.6
PA-057,"Fulton County",70.1,103,1.945,68.2
PA-059,"Greene County",68.7,75,0.617,68.1
PA-061,"Huntingdon County",69.2,98,1.539,67.7
PA-063,"Indiana County",67.2,85,1.191,66
PA-065,"Jefferson County",65.9,95,1.63,64.3
PA-067,"Juniata County",69.6,87,1.119,68.5
PA-069,"Lackawanna County",64.2,69,0.476,63.7
PA-071,"Lancaster County",70.1,78,0.956,69.1
PA-073,"Lawrence County",68.1,81,1.128,67
PA-075,"Lebanon County",69.8,89,1.606,68.2
PA-077,"Lehigh County",68.4,69,0.575,67.8
PA-079,"Luzerne County",64.7,55,0.086,64.6
PA-081,"Lycoming County",66.3,82,0.995,65.3
PA-083,"McKean County",64.9,113,2.407,62.5
PA-085,"Mercer County",66.8,87,1.46,65.3
PA-087,"Mifflin County",69,88,1.153,67.8
PA-089,"Monroe County",63.4,46,-0.418,63.8
PA-091,"Montgomery County",70.6,80,1.188,69.4
PA-093,"Montour County",68.4,89,1.273,67.1
PA-095,"Northampton County",67.4,65,0.587,66.8
PA-097,"Northumberland County",68.5,88,1.317,67.2
PA-099,"Perry County",69.9,94,1.413,68.5
PA-101,"Philadelphia County",71.9,84,1.3,70.6
PA-103,"Pike County",63.4,47,-0.327,63.7
PA-105,"Potter County",64.3,82,1.105,63.2
PA-107,"Schuylkill County",66.9,77,0.794,66.1
PA-109,"Snyder County",68.7,83,0.97,67.7
PA-111,"Somerset County",65.4,86,1.144,64.3
PA-113,"Sullivan County",62.9,68,0.359,62.5
PA-115,"Susquehanna County",63.7,55,-0.027,63.7
PA-117,"Tioga County",64.1,78,0.71,63.4
PA-119,"Union County",68,86,1.015,67
PA-121,"Venango County",66.3,89,1.451,64.8
PA-123,"Warren County",65,95,1.422,63.6
PA-125,"Washington County",68.9,77,0.932,68
PA-127,"Wayne County",63,49,-0.326,63.3
PA-129,"Westmoreland County",68.3,80,0.77,67.5
PA-131,"Wyoming County",64.9,68,0.568,64.3
PA-133,"York County",70.8,100,1.98,68.8
RI-001,"Bristol County",67.3,98,1.796,65.5
RI-003,"Kent County",66.4,97,1.809,64.6
RI-005,"Newport County",66.5,101,1.805,64.7
RI-007,"Providence County",66.3,88,1.34,65
RI-009,"Washington County",66.2,97,1.927,64.3
SC-001,"Abbeville County",78.4,97,1.472,76.9
SC-003,"Aiken County",80.8,120,3.208,77.6
SC-005,"Allendale County",80,110,2.177,77.8
SC-007,"Anderson County",78.4,108,2.575,75.8
SC-009,"Bamberg County",79.2,99,1.49,77.7
SC-011,"Barnwell County",80,109,2.214,77.8
SC-013,"Beaufort County",81.5,115,2.804,78.7
SC-015,"Berkeley County",79.3,97,1.477,77.8
SC-017,"Calhoun County",79.5,99,1.644,77.9
SC-019,"Charleston County",79.9,108,1.906,78
SC-021,"Cherokee County",76.5,97,1.451,75
SC-023,"Chester County",77.3,89,1.141,76.2
SC-025,"Chesterfield County",78.3,106,1.96,76.3
SC-027,"Clarendon County",78.8,90,1.066,77.7
SC-029,"Colleton County",80.3,112,2.634,77.7
SC-031,"Darlington County",79.7,113,2.548,77.2
SC-033,"Dillon County",79.5,114,2.519,77
SC-035,"Dorchester County",79.7,105,1.945,77.8
SC-037,"Edgefield County",80.3,112,2.745,77.6
SC-039,"Fairfield County",78.5,99,1.509,77
SC-041,"Florence County",79.9,109,2.332,77.6
SC-043,"Georgetown County",78.1,80,0.706,77.4
SC-045,"Greenville County",76.6,108,2.248,74.4
SC-047,"Greenwood County",78.6,95,1.264,77.3
SC-049,"Hampton County",80.5,113,2.64,77.9
SC-051,"Horry County",77.9,86,0.974,76.9
SC-053,"Jasper County",81,116,2.712,78.3
SC-055,"Kershaw County",78.7,107,1.992,76.7
SC-057,"Lancaster County",77.4,102,1.779,75.6
SC-059,"Laurens County",77.7,92,1.08,76.6
SC-061,"Lee County",79.2,110,2.105,77.1
SC-063,"Lexington County",80.1,110,2.724,77.4
SC-065,"McCormick County",79.2,101,1.707,77.5
SC-067,"Marion County",79.1,103,1.672,77.4
SC-069,"Marlboro County",79.6,113,2.592,77
SC-071,"Newberry County",78.6,96,1.423,77.2
SC-073,"Oconee County",76.2,99,1.812,74.4
SC-075,"Orangeburg County",79.4,102,1.604,77.8
SC-077,"Pickens County",76.2,105,2.099,74.1
SC-079,"Richland County",79.8,105,2.066,77.7
SC-081,"Saluda County",79.4,108,2.14,77.3
SC-083,"Spartanburg County",77.1,106,1.909,75.2
SC-085,"Sumter County",78.8,97,1.317,77.5
SC-087,"Union County",77.4,88,1.218,76.2
SC-089,"Williamsburg County",79,93,1.312,77.7
SC-091,"York County",76.9,99,1.455,75.4
SD-003,"Aurora County",69.4,93,1.738,67.7
SD-005,"Beadle County",69,96,1.795,67.2
SD-007,"Bennett County",68.6,108,3.257,65.3
SD-009,"Bon Homme County",71.5,103,2.438,69.1
SD-011,"Brookings County",68.3,106,2.681,65.6
SD-013,"Brown County",69.1,114,3.666,65.4
SD-015,"Brule County",69.4,92,1.72,67.7
SD-017,"Buffalo County",68.6,88,1.485,67.1
SD-019,"Butte County",64.7,76,0.776,63.9
SD-021,"Campbell County",65.6,73,0.495,65.1
SD-023,"Charles Mix County",70.8,96,1.845,69
SD-025,"Clark County",69,111,3.714,65.3
SD-027,"Clay County",72,105,2.861,69.1
SD-029,"Codington County",68.9,116,4.657,64.2
SD-031,"Corson County",65.3,73,0.279,65
SD-033,"Custer County",63.5,78,0.989,62.5
SD-035,"Davison County",69.8,88,1.419,68.4
SD-037,"Day County",68.6,115,4.265,64.3
SD-039,"Deuel County",68.8,117,4.05,64.8
SD-041,"Dewey County",67,82,1.029,66
SD-043,"Douglas County",70.2,95,1.741,68.5
SD-045,"Edmunds County",67.3,98,2.08,65.2
SD-047,"Fall River County",66.6,82,1.4,65.2
SD-049,"Faulk County",68.5,104,2.837,65.7
SD-051,"Grant County",70.1,119,4.866,65.2
SD-053,"Gregory County",69.8,97,1.922,67.9
SD-055,"Haakon County",67.8,81,1.242,66.6
SD-057,"Hamlin County",68.7,111,3.887,64.8
SD-059,"Hand County",68.6,100,2.208,66.4
SD-061,"Hanson County",70,91,1.657,68.3
SD-063,"Harding County",63.3,79,0.66,62.6
SD-065,"Hughes County",68.7,91,1.583,67.1
SD-067,"Hutchinson County",71.1,105,2.607,68.5
SD-069,"Hyde County",68.1,101,2.43,65.7
SD-071,"Jackson County",68.6,88,1.744,66.9
SD-073,"Jerauld County",68.3,86,1.327,67
SD-075,"Jones County",67.5,67,0.146,67.4
SD-077,"Kingsbury County",68.1,97,2.097,66
SD-079,"Lake County",68.7,102,2.241,66.5
SD-081,"Lawrence County",59.7,76,0.646,59.1
SD-083,"Lincoln County",71.1,107,3.05,68.1
SD-085,"Lyman County",69.2,88,1.463,67.7
SD-087,"McCook County",70.2,107,2.568,67.6
SD-089,"McPherson County",65.6,86,1.374,64.2
SD-091,"Marshall County",68.2,113,3.762,64.4
SD-093,"Meade County",65.7,80,1.027,64.7
SD-095,"Mellette County",68.9,88,1.504,67.4
SD-097,"Miner County",68.9,93,1.64,67.3
SD-099,"Minnehaha County",70.9,111,3.793,67.1
SD-101,"Moody County",69.2,106,2.777,66.4
SD-102,"Oglala Lakota County",68.3,96,2.654,65.6
SD-103,"Pennington County",64.8,80,1.242,63.6
SD-105,"Perkins County",64.2,76,0.576,63.6
SD-107,"Potter County",66.8,90,1.568,65.2
SD-109,"Roberts County",69.9,119,4.705,65.2
SD-111,"Sanborn County",69.3,89,1.325,68
SD-115,"Spink County",70.1,109,3.594,66.5
SD-117,"Stanley County",68.3,82,1.12,67.2
SD-119,"Sully County",68,92,1.681,66.3
SD-121,"Todd County",68.8,101,2.438,66.4
SD-123,"Tripp County",69.8,97,2.212,67.6
SD-125,"Turner County",71.4,109,3.21,68.2
SD-127,"Union County",72,105,2.868,69.1
SD-129,"Walworth County",65.9,77,0.787,65.1
SD-135,"Yankton County",71.9,106,3.159,68.7
SD-137,"Ziebach County",67.2,85,1.712,65.5
TN-001,"Anderson County",74.6,105,1.985,72.6
TN-003,"Bedford County",76.8,112,2.5,74.3
TN-005,"Benton County",76.7,100,1.739,75
TN-007,"Bledsoe County",73.8,108,2.139,71.7
TN-009,"Blount County",75,107,2.042,73
TN-011,"Bradley County",76.7,106,1.907,74.8
TN-013,"Campbell County",71.9,87,1.091,70.8
TN-015,"Cannon County",75.4,105,1.978,73.4
TN-017,"Carroll County",76.8,97,1.581,75.2
TN-019,"Carter County",69.5,100,1.718,67.8
TN-021,"Cheatham County",77.1,114,2.648,74.5
TN-023,"Chester County",77.4,104,1.908,75.5
TN-025,"Claiborne County",73.2,106,1.944,71.3
TN-027,"Clay County",75.2,105,1.706,73.5
TN-029,"Cocke County",73.9,100,1.612,72.3
TN-031,"Coffee County",75.4,116,2.288,73.1
TN-033,"Crockett County",77.9,98,1.799,76.1
TN-035,"Cumberland County",71.8,100,1.652,70.1
TN-037,"Davidson County",77.9,117,3.03,74.9
TN-039,"Decatur County",77.1,102,1.755,75.3
TN-041,"DeKalb County",75.4,102,1.711,73.7
TN-043,"Dickson County",76.8,117,3.032,73.8
TN-045,"Dyer County",78.4,103,1.912,76.5
TN-047,"Fayette County",78.5,103,1.801,76.7
TN-049,"Fentress County",71.9,98,1.576,70.3
TN-051,"Franklin County",75.9,113,2.424,73.5
TN-053,"Gibson County",77.4,99,1.583,75.8
TN-055,"Giles County",75,78,0.708,74.3
TN-057,"Grainger County",75.1,115,2.548,72.6
TN-059,"Greene County",73.8,94,1.383,72.4
TN-061,"Grundy County",72.7,103,1.725,71
TN-063,"Hamblen County",75.5,114,2.322,73.2
TN-065,"Hamilton County",76.4,104,1.989,74.4
TN-067,"Hancock County",73.5,111,1.943,71.6
TN-069,"Hardeman County",78,110,2.04,76
TN-071,"Hardin County",77.6,105,2.023,75.6
TN-073,"Hawkins County",74,101,1.647,72.4
TN-075,"Haywood County",78.2,100,1.832,76.4
TN-077,"Henderson County",77,100,1.813,75.2
TN-079,"Henry County",76.8,99,1.672,75.1
TN-081,"Hickman County",76.4,112,2.435,74
TN-083,"Houston County",76.6,113,2.306,74.3
TN-085,"Humphreys County",76.8,115,2.423,74.4
TN-087,"Jackson County",75.8,108,1.916,73.9
TN-089,"Jefferson County",76,113,2.405,73.6
TN-091,"Johnson County",67.8,96,1.55,66.3
TN-093,"Knox County",76.1,111,2.211,73.9
TN-095,"Lake County",78.2,95,1.548,76.7
TN-097,"Lauderdale County",78.7,97,1.601,77.1
TN-099,"Lawrence County",74.9,86,1.073,73.8
TN-101,"Lewis County",75.2,99,1.634,73.6
TN-103,"Lincoln County",76.4,101,1.659,74.7
TN-105,"Loudon County",76.6,111,2.366,74.2
TN-107,"McMinn County",76.7,113,2.44,74.3
TN-109,"McNairy County",77.6,104,1.865,75.7
TN-111,"Macon County",75.6,104,2.03,73.6
TN-113,"Madison County",77.6,103,1.881,75.7
TN-115,"Marion County",74.5,94,1.355,73.1
TN-117,"Marshall County",76.4,111,2.128,74.3
TN-119,"Maury County",76,103,1.911,74.1
TN-121,"Meigs County",76.6,114,2.427,74.2
TN-123,"Monroe County",74.9,108,2.062,72.8
TN-125,"Montgomery County",76.6,109,2.244,74.4
TN-127,"Moore County",76.4,112,2.394,74
TN-129,"Morgan County",73,106,2.027,71
TN-131,"Obion County",77,87,1.004,76
TN-133,"Overton County",74.1,107,1.984,72.1
TN-135,"Perry County",76.6,106,1.905,74.7
TN-137,"Pickett County",73.4,98,1.388,72
TN-139,"Polk County",75.1,103,1.579,73.5
TN-141,"Putnam County",74.4,106,1.885,72.5
TN-143,"Rhea County",75.2,109,2.257,72.9
TN-145,"Roane County",76.4,115,2.69,73.7
TN-147,"Robertson County",76.6,111,2.346,74.3
TN-149,"Rutherford County",77.2,115,2.621,74.6
TN-151,"Scott County",71.7,97,1.449,70.3
TN-153,"Sequatchie County",73.6,105,1.823,71.8
TN-155,"Sevier County",72.7,99,1.545,71.2
TN-157,"Shelby County",79.7,103,1.689,78
TN-159,"Smith County",76.3,103,1.849,74.5
TN-161,"Stewart County",76.5,103,1.883,74.6
TN-163,"Sullivan County",72.6,97,1.558,71
TN-165,"Sumner County",76.7,112,2.51,74.2
TN-167,"Tipton County",78.9,92,1.393,77.5
TN-169,"Trousdale County",76.8,111,2.341,74.5
TN-171,"Unicoi County",69,90,1.169,67.8
TN-173,"Union County",74,101,1.606,72.4
TN-175,"Van Buren County",73.2,102,1.74,71.5
TN-177,"Warren County",74.6,100,1.689,72.9
TN-179,"Washington County",72.9,92,1.308,71.6
TN-181,"Wayne County",76.2,104,1.837,74.4
TN-183,"Weakley County",77,91,1.378,75.6
TN-185,"White County",74,96,1.509,72.5
TN-187,"Williamson County",76.9,113,2.725,74.2
TN-189,"Wilson County",77.1,115,2.549,74.6
TX-001,"Anderson County",83.5,120,3.721,79.8
TX-003,"Andrews County",82.1,113,3.562,78.5
TX-005,"Angelina County",84.3,126,4.553,79.7
TX-007,"Aransas County",85.5,128,3.824,81.7
TX-009,"Archer County",83.6,113,3.252,80.3
TX-011,"Armstrong County",79.7,120,4.316,75.4
TX-013,"Atascosa County",86.8,127,4.165,82.6
TX-015,"Austin County",86,128,5.083,80.9
TX-017,"Bailey County",78,116,3.571,74.4
TX-019,"Bandera County",84.8,128,5.51,79.3
TX-021,"Bastrop County",85.9,128,5.081,80.8
TX-023,"Baylor County",84,112,3.453,80.5
TX-025,"Bee County",85.8,124,3.703,82.1
TX-027,"Bell County",85.2,128,5.19,80
TX-029,"Bexar County",86.5,128,4.964,81.5
TX-031,"Blanco County",84.7,128,4.787,79.9
TX-033,"Borden County",82.9,114,3.408,79.5
TX-035,"Bosque County",85.3,126,4.946,80.4
TX-037,"Bowie County",80.9,114,2.516,78.4
TX-039,"Brazoria County",84.5,128,3.744,80.8
TX-041,"Brazos County",85.8,127,5.033,80.8
TX-043,"Brewster County",83.9,118,4.283,79.6
TX-045,"Briscoe County",80.5,116,3.825,76.7
TX-047,"Brooks County",86.8,125,3.673,83.1
TX-049,"Brown County",84.3,124,4.714,79.6
TX-051,"Burleson County",86,128,5.374,80.6
TX-053,"Burnet County",84.7,126,4.449,80.3
TX-055,"Caldwell County",86.9,128,5.702,81.2
TX-057,"Calhoun County",85.3,128,3.998,81.3
TX-059,"Callahan County",83.5,121,4.302,79.2
TX-061,"Cameron County",85.2,115,2.065,83.1
TX-063,"Camp County",81.6,117,2.612,79
TX-065,"Carson County",78.1,112,3.694,74.4
TX-067,"Cass County",81.1,111,1.989,79.1
TX-069,"Castro County",78.1,119,4.08,74
TX-071,"Chambers County",84.6,128,4.212,80.4
TX-073,"Cherokee County",83.2,119,3.625,79.6
TX-075,"Childress County",82.7,114,3.579,79.1
TX-077,"Clay County",83,112,2.893,80.1
TX-079,"Cochran County",79.1,118,4.065,75
TX-081,"Coke County",84.5,123,4.699,79.8
TX-083,"Coleman County",84.4,124,5.141,79.3
TX-085,"Collin County",83.4,120,3.938,79.5
TX-087,"Collingsworth County",80.9,113,3.507,77.4
TX-089,"Colorado County",86.1,128,5.205,80.9
TX-091,"Comal County",85.6,128,5.044,80.6
TX-093,"Comanche County",84.4,124,4.874,79.5
TX-095,"Concho County",84.5,125,5.217,79.3
TX-097,"Cooke County",82.5,113,2.98,79.5
TX-099,"Coryell County",84.9,126,4.925,80
TX-101,"Cottle County",82.9,110,3.165,79.7
TX-103,"Crane County",85.4,115,4.074,81.3
TX-105,"Crockett County",85.5,127,5.222,80.3
TX-107,"Crosby County",80.7,115,3.459,77.2
TX-109,"Culberson County",81.2,114,3.682,77.5
TX-111,"Dallam County",74.4,94,2.234,72.2
TX-113,"Dallas County",85.2,121,4.353,80.8
TX-115,"Dawson County",81.9,115,3.341,78.6
TX-117,"Deaf Smith County",77.9,121,4.756,73.1
TX-119,"Delta County",82.3,118,3.359,78.9
TX-121,"Denton County",84.1,118,3.668,80.4
TX-123,"DeWitt County",87.1,128,5.491,81.6
TX-125,"Dickens County",82.2,115,3.424,78.8
TX-127,"Dimmit County",88.4,126,4.453,83.9
TX-129,"Donley County",80,116,3.746,76.3
TX-131,"Duval County",87.6,127,4.676,82.9
TX-133,"Eastland County",83.9,122,4.531,79.4
TX-135,"Ector County",83.1,114,3.607,79.5
TX-137,"Edwards County",84.4,128,5.508,78.9
TX-139,"Ellis County",85.4,123,4.353,81
TX-141,"El Paso County",82.8,116,3.454,79.3
TX-143,"Erath County",85,125,5.548,79.5
TX-145,"Falls County",85.3,126,5.094,80.2
TX-147,"Fannin County",82.7,121,3.891,78.8
TX-149,"Fayette County",86.4,128,5.477,80.9
TX-151,"Fisher County",84.8,122,4.946,79.9
TX-153,"Floyd County",79,111,3.023,76
TX-155,"Foard County",83.8,113,3.356,80.4
TX-157,"Fort Bend County",85.4,128,4.508,80.9
TX-159,"Franklin County",81.5,117,2.723,78.8
TX-161,"Freestone County",84,120,3.739,80.3
TX-163,"Frio County",87.5,128,4.797,82.7
TX-165,"Gaines County",81.3,116,3.782,77.5
TX-167,"Galveston County",84.8,128,4.029,80.8
TX-169,"Garza County",83,118,3.841,79.2
TX-171,"Gillespie County",83.5,128,4.969,78.5
TX-173,"Glasscock County",84.2,121,4.84,79.4
TX-175,"Goliad County",86.3,127,4.496,81.8
TX-177,"Gonzales County",87.2,128,5.575,81.6
TX-179,"Gray County",78.1,108,3.331,74.8
TX-181,"Grayson County",82.7,116,3.369,79.3
TX-183,"Gregg County",82.5,115,2.564,79.9
TX-185,"Grimes County",85.6,127,4.83,80.8
TX-187,"Guadalupe County",86.7,128,5.224,81.5
TX-189,"Hale County",79,117,3.584,75.4
TX-191,"Hall County",82.1,114,3.621,78.5
TX-193,"Hamilton County",84.6,126,5.007,79.6
TX-195,"Hansford County",77.9,100,2.906,75
TX-197,"Hardeman County",83.3,114,3.321,80
TX-199,"Hardin County",84,128,4.302,79.7
TX-201,"Harris County",85.7,128,4.786,80.9
TX-203,"Harrison County",82.4,115,2.475,79.9
TX-205,"Hartley County",76.3,110,3.325,73
TX-207,"Haskell County",84.8,118,4.236,80.6
TX-209,"Hays County",85.3,128,4.909,80.4
TX-211,"Hemphill County",78.5,103,3.026,75.5
TX-213,"Henderson County",83.8,121,4.007,79.8
TX-215,"Hidalgo County",86.2,107,2.076,84.1
TX-217,"Hill County",85.1,122,4.161,80.9
TX-219,"Hockley County",79.9,118,3.961,75.9
TX-221,"Hood County",85.4,124,4.797,80.6
TX-223,"Hopkins County",82,118,3.181,78.8
TX-225,"Houston County",83.7,121,3.48,80.2
TX-227,"Howard County",83.6,115,3.803,79.8
TX-229,"Hudspeth County",80.8,117,3.565,77.2
TX-231,"Hunt County",83,121,3.927,79.1
TX-233,"Hutchinson County",79.3,107,3.453,75.8
TX-235,"Irion County",84.9,124,5.242,79.7
TX-237,"Jack County",83.4,119,4.036,79.4
TX-239,"Jackson County",85.4,128,4.402,81
TX-241,"Jasper County",83.8,128,4.71,79.1
TX-243,"Jeff Davis County",78.9,116,3.63,75.3
TX-245,"Jefferson County",84.3,128,3.932,80.4
TX-247,"Jim Hogg County",87.3,125,3.866,83.4
TX-249,"Jim Wells County",86.7,127,3.956,82.7
TX-251,"Johnson County",84.9,123,4.277,80.6
TX-253,"Jones County",84.7,120,4.337,80.4
TX-255,"Karnes County",86.5,127,4.502,82
TX-257,"Kaufman County",84.6,122,4.217,80.4
TX-259,"Kendall County",84.4,128,5.045,79.4
TX-261,"Kenedy County",85.4,117,2.902,82.5
TX-263,"Kent County",84.2,120,4.274,79.9
TX-265,"Kerr County",83.4,128,5.363,78
TX-267,"Kimble County",83.7,126,5.456,78.2
TX-269,"King County",84,117,3.868,80.1
TX-271,"Kinney County",87.3,126,4.68,82.6
TX-273,"Kleberg County",86,126,3.878,82.1
TX-275,"Knox County",84.6,115,3.869,80.7
TX-277,"Lamar County",81.8,116,3.259,78.5
TX-279,"Lamb County",78.8,119,3.798,75
TX-281,"Lampasas County",84.4,125,4.4,80
TX-283,"La Salle County",88,126,4.249,83.8
TX-285,"Lavaca County",86.8,128,5.781,81
TX-287,"Lee County",85.5,128,5.008,80.5
TX-289,"Leon County",83.5,120,3.19,80.3
TX-291,"Liberty County",84.8,128,4.479,80.3
TX-293,"Limestone County",84.2,121,3.956,80.2
TX-295,"Lipscomb County",77.9,102,2.944,75
TX-297,"Live Oak County",86.3,124,3.675,82.6
TX-299,"Llano County",85.4,128,4.88,80.5
TX-301,"Loving County",84.6,116,4.114,80.5
TX-303,"Lubbock County",80.4,119,4.107,76.3
TX-305,"Lynn County",81.4,117,3.937,77.5
TX-307,"McCulloch County",84.6,125,5.323,79.3
TX-309,"McLennan County",85.5,126,5.061,80.4
TX-311,"McMullen County",87.1,124,3.954,83.1
TX-313,"Madison County",84.4,123,3.719,80.7
TX-315,"Marion County",81.7,112,1.944,79.8
TX-317,"Martin County",82.6,111,3.185,79.4
TX-319,"Mason County",84.5,126,5.126,79.4
TX-321,"Matagorda County",84.6,128,3.849,80.8
TX-323,"Maverick County",88.6,124,4.37,84.2
TX-325,"Medina County",86.9,128,5.45,81.5
TX-327,"Menard County",83.5,125,5.343,78.2
TX-329,"Midland County",83.4,114,3.697,79.7
TX-331,"Milam County",85.4,128,5.287,80.1
TX-333,"Mills County",83.9,124,4.417,79.5
TX-335,"Mitchell County",85,123,4.95,80.1
TX-337,"Montague County",82.5,115,3.136,79.4
TX-339,"Montgomery County",85.8,127,5.04,80.8
TX-341,"Moore County",78.2,110,3.684,74.5
TX-343,"Morris County",81.1,115,2.17,78.9
TX-345,"Motley County",81.6,112,3.129,78.5
TX-347,"Nacogdoches County",83.9,125,4.459,79.4
TX-349,"Navarro County",84.9,121,4.131,80.8
TX-351,"Newton County",83.8,128,4.751,79
TX-353,"Nolan County",84,123,5.295,78.7
TX-355,"Nueces County",85.4,125,3.22,82.2
TX-357,"Ochiltree County",77.8,104,2.9,74.9
TX-359,"Oldham County",78.2,113,4.05,74.2
TX-361,"Orange County",84.1,128,4.065,80
TX-363,"Palo Pinto County",84.9,122,4.801,80.1
TX-365,"Panola County",83,120,3.132,79.9
TX-367,"Parker County",84.5,120,4.216,80.3
TX-369,"Parmer County",77.5,119,3.966,73.5
TX-371,"Pecos County",84,120,4.552,79.4
TX-373,"Polk County",84.4,126,4.381,80
TX-375,"Potter County",79.2,118,4.531,74.7
TX-377,"Presidio County",82.9,116,3.987,78.9
TX-379,"Rains County",82.7,121,3.565,79.1
TX-381,"Randall County",79,122,5.113,73.9
TX-383,"Reagan County",84.7,123,5.137,79.6
TX-385,"Real County",84.2,128,5.469,78.7
TX-387,"Red River County",80.9,117,2.831,78.1
TX-389,"Reeves County",84.2,116,3.844,80.4
TX-391,"Refugio County",85.3,127,3.619,81.7
TX-393,"Roberts County",78.5,104,3.013,75.5
TX-395,"Robertson County",84.8,125,4.489,80.3
TX-397,"Rockwall County",83.9,122,4.07,79.8
TX-399,"Runnels County",84.2,121,4.401,79.8
TX-401,"Rusk County",82.8,118,3.145,79.7
TX-403,"Sabine County",83.8,127,4.863,78.9
TX-405,"San Augustine County",83.9,126,4.713,79.2
TX-407,"San Jacinto County",84.9,126,4.392,80.5
TX-409,"San Patricio County",85,123,2.944,82.1
TX-411,"San Saba County",84.7,125,4.895,79.8
TX-413,"Schleicher County",84.1,127,5.387,78.7
TX-415,"Scurry County",83.8,119,4.373,79.4
TX-417,"Shackelford County",84.3,119,4.091,80.2
TX-419,"Shelby County",83.4,124,4.08,79.3
TX-421,"Sherman County",76.8,99,2.718,74.1
TX-423,"Smith County",82.5,118,3.241,79.3
TX-425,"Somervell County",85.5,124,4.897,80.6
